timestamp,open_EUR_USD,high_EUR_USD,low_EUR_USD,close_EUR_USD,open_USD_JPY,high_USD_JPY,low_USD_JPY,close_USD_JPY,open_GBP_USD,high_GBP_USD,low_GBP_USD,close_GBP_USD,open_AUD_USD,high_AUD_USD,low_AUD_USD,close_AUD_USD,open_USD_CAD,high_USD_CAD,low_USD_CAD,close_USD_CAD
2025-04-01,1.0818880796432495,1.0830715894699097,1.0779578685760498,1.0818880796432495,0
2025-04-02,1.0795987844467163,1.087263822555542,1.0782020092010498,1.0795987844467163,0
2025-04-03,1.090869426727295,1.1133378744125366,1.0882458686828613,1.090869426727295,0
2025-04-04,1.1043744087219238,1.1107531785964966,1.0964791774749756,1.1043744087219238,0
2025-04-07,1.098454475402832,1.1049845218658447,1.0903223752975464,1.098454475402832,0
2025-04-08,1.0915361642837524,1.0991909503936768,1.0891940593719482,1.0915361642837524,0
2025-04-09,1.0980443954467773,1.1094838380813599,1.0972250699996948,1.0980443954467773,0
2025-04-10,1.0952062606811523,1.122536063194275,1.0953142642974854,1.0952062606811523,0
2025-04-11,1.1257838010787964,1.1471836566925049,1.1250872611999512,1.1257838010787964,0
2025-04-14,1.1343141794204712,1.1424784660339355,1.1299690008163452,1.1343141794204712,0
2025-04-15,1.1339668035507202,1.1377859115600586,1.1285662651062012,1.1339668035507202,0
2025-04-16,1.1292672157287598,1.1390169858932495,1.129420280456543,1.1292672157287598,0
2025-04-17,1.1396790742874146,1.1396400928497314,1.13413405418396,1.1396790742874146,0
2025-04-22,1.1512778997421265,1.1546543836593628,1.1453967094421387,1.1512778997421265,0
2025-04-23,1.1351252794265747,1.144007682800293,1.13379967212677,1.1351252794265747,0
2025-04-24,1.132733702659607,1.1394323110580444,1.1322335004806519,1.132733702659607,0
2025-04-25,1.1371906995773315,1.1384334564208984,1.1316184997558594,1.1371906995773315,0
2025-04-28,1.1343141794204712,1.140823245048523,1.133105993270874,1.1343141794204712,0
2025-04-29,1.1409143209457397,1.1419566869735718,1.1371389627456665,1.1409143209457397,0
