timestamp,open,high,low,close,volume
2025-04-01,5597.52978515625,5650.56982421875,5558.52001953125,5633.06982421875,4434500000
2025-04-02,5580.759765625,5695.31005859375,5571.47998046875,5670.97021484375,4243830000
2025-04-03,5492.740234375,5499.52978515625,5390.830078125,5396.52001953125,7210470000
2025-04-04,5292.14013671875,5292.14013671875,5069.89990234375,5074.080078125,8853500000
2025-04-07,4953.7900390625,5246.56982421875,4835.0400390625,5062.25,8691980000
2025-04-08,5193.56982421875,5267.47021484375,4910.419921875,4982.77001953125,7408140000
2025-04-09,4965.27978515625,5481.33984375,4948.43017578125,5456.89990234375,9489600000
2025-04-10,5353.14990234375,5353.14990234375,5115.27001953125,5268.0498046875,6677140000
2025-04-11,5255.56005859375,5381.4599609375,5220.77001953125,5363.35986328125,5602550000
2025-04-14,5441.9599609375,5459.4599609375,5358.02001953125,5405.97021484375,5031440000
2025-04-15,5411.990234375,5450.41015625,5386.43994140625,5396.6298828125,4317110000
2025-04-16,5335.75,5367.240234375,5220.7900390625,5275.7001953125,4607750000
2025-04-17,5305.4501953125,5328.31005859375,5255.580078125,5282.7001953125,4714880000
2025-04-21,5232.93994140625,5232.93994140625,5101.6298828125,5158.2001953125,4226340000
2025-04-22,5207.669921875,5309.60986328125,5207.669921875,5287.759765625,4666950000
2025-04-23,5395.919921875,5469.68994140625,5356.169921875,5375.85986328125,5371390000
2025-04-24,5381.3798828125,5489.39990234375,5371.9599609375,5484.77001953125,4697710000
2025-04-25,5489.72998046875,5528.10986328125,5455.85986328125,5525.2099609375,4236580000
2025-04-28,5529.22021484375,5553.66015625,5468.64013671875,5528.75,4257880000
2025-04-29,5508.8701171875,5571.9501953125,5505.7001953125,5560.830078125,4747150000
